TYPE,TEETH OF GEAR,QTY,UNIT,Dia /size,DP/ B.SIZE,Pitch dia(in inch),Module,STORAGE LOCATION RACK AND SLOT NO,UNIQUE ID,
Strnd Die,Shape,1,Nos,3.5x25,,,,at machine,Strnd Die--Shape--3.5x25--,
Strnd Die,Shape,1,Nos,Nx500,,,,at machine,Strnd Die--Shape--Nx500--,
Strnd Die,Shape,1,Nos,4x25,,,,at machine,Strnd Die--Shape--4x25--,
Strnd Die,Shape,1,Nos,3x150,,,,at machine,Strnd Die--Shape--3x150--,
Strnd Die,Shape,1,Nos,4x16,,,,at machine,Strnd Die--Shape--4x16--,
Strnd Die,Shape,1,Nos,3.5x400,,,,at machine,Strnd Die--Shape--3.5x400--,
Strnd Die,Shape,1,Nos,2x16,,,,at machine,Strnd Die--Shape--2x16--,
Strnd Die,Shape,1,Nos,2x16,,,,at machine,Strnd Die--Shape--2x16--,
Strnd Die,Shape,1,Nos,Nx50,,,,at machine,Strnd Die--Shape--Nx50--,
Strnd Die,Shape,1,Nos,4x16,,,,at machine,Strnd Die--Shape--4x16--,
Strnd Die,Shape,1,Nos,3x25,,,,at machine,Strnd Die--Shape--3x25--,
Strnd Die,Shape,1,Nos,3.5x70,,,,at machine,Strnd Die--Shape--3.5x70--,
Strnd Die,Shape,1,Nos,3x35,,,,at machine,Strnd Die--Shape--3x35--,
Strnd Die,Shape,1,Nos,3.5x150,,,,at machine,Strnd Die--Shape--3.5x150--,
Strnd Die,Shape,1,Nos,4x400,,,,at machine,Strnd Die--Shape--4x400--,
Strnd Die,Shape,1,Nos,4x300,,,,at machine,Strnd Die--Shape--4x300--,
Strnd Die,Shape,1,Nos,Nx185,,,,at machine,Strnd Die--Shape--Nx185--,
Strnd Die,Shape,1,Nos,3.5x70,,,,at machine,Strnd Die--Shape--3.5x70--,
Strnd Die,Shape,1,Nos,4x50,,,,at machine,Strnd Die--Shape--4x50--,
Strnd Die,Shape,1,Nos,4x95,,,,at machine,Strnd Die--Shape--4x95--,
Strnd Die,Shape,1,Nos,4x25,,,,at machine,Strnd Die--Shape--4x25--,
Strnd Die,Shape,1,Nos,4x300,,,,at machine,Strnd Die--Shape--4x300--,
Strnd Die,Shape,1,Nos,3x50,,,,at machine,Strnd Die--Shape--3x50--,
Strnd Die,Shape,1,Nos,4x25,,,,at machine,Strnd Die--Shape--4x25--,
Strnd Die,Shape,1,Nos,3x70,,,,at machine,Strnd Die--Shape--3x70--,
Strnd Die,Shape,1,Nos,Nx500,,,,at machine,Strnd Die--Shape--Nx500--,
Strnd Die,Shape,1,Nos,3x300,,,,at machine,Strnd Die--Shape--3x300--,
Strnd Die,Shape,1,Nos,Nx630,,,,at machine,Strnd Die--Shape--Nx630--,
Strnd Die,Shape,1,Nos,Nx630,,,,at machine,Strnd Die--Shape--Nx630--,
Strnd Die,Shape,1,Nos,3.5x150,,,,at machine,Strnd Die--Shape--3.5x150--,
Strnd Die,Shape,1,Nos,3.5x50,,,,at machine,Strnd Die--Shape--3.5x50--,
Strnd Die,Shape,1,Nos,3x150,,,,at machine,Strnd Die--Shape--3x150--,
Strnd Die,Shape,1,Nos,3.5x400,,,,at machine,Strnd Die--Shape--3.5x400--,
Strnd Die,Shape,1,Nos,Nx95,,,,at machine,Strnd Die--Shape--Nx95--,
Strnd Die,Shape,1,Nos,4X300,,,,at machine,Strnd Die--Shape--4X300--,
Strnd Die,Shape,1,Nos,3.5X300,,,,at machine,Strnd Die--Shape--3.5X300--,
Strnd Die,Shape,1,Nos,NX70,,,,at machine,Strnd Die--Shape--NX70--,
Strnd Die,Shape,1,Nos,NX240,,,,at machine,Strnd Die--Shape--NX240--,
Strnd Die,Shape,1,Nos,4X240,,,,at machine,Strnd Die--Shape--4X240--,
Strnd Die,Shape,1,Nos,4X240,,,,at machine,Strnd Die--Shape--4X240--,
Strnd Die,Shape,1,Nos,3.5X500,,,,at machine,Strnd Die--Shape--3.5X500--,
Strnd Die,Shape,1,Nos,3.5X185,,,,at machine,Strnd Die--Shape--3.5X185--,
Strnd Die,Shape,1,Nos,3X95,,,,at machine,Strnd Die--Shape--3X95--,
Strnd Die,Shape,1,Nos,NX300,,,,at machine,Strnd Die--Shape--NX300--,
Strnd Die,Shape,1,Nos,3.5X400,,,,at machine,Strnd Die--Shape--3.5X400--,
Strnd Die,Shape,1,Nos,3X400,,,,at machine,Strnd Die--Shape--3X400--,
Strnd Die,Shape,1,Nos,3.5X35,,,,at machine,Strnd Die--Shape--3.5X35--,
Strnd Die,Shape,1,Nos,3.5X400,,,,at machine,Strnd Die--Shape--3.5X400--,
Strnd Die,Shape,1,Nos,3.5X630,,,,at machine,Strnd Die--Shape--3.5X630--,
Strnd Die,Shape,1,Nos,3X240,,,,at machine,Strnd Die--Shape--3X240--,
Strnd Die,Shape,1,Nos,4X25,,,,at machine,Strnd Die--Shape--4X25--,
Strnd Die,Shape,1,Nos,2X120,,,,at machine,Strnd Die--Shape--2X120--,
Strnd Die,Shape,1,Nos,2X50,,,,at machine,Strnd Die--Shape--2X50--,
Lay Die,,1,Nos,31,mm,,,at machine,Lay Die----31--mm,
Lay Die,,1,Nos,39,mm,,,at machine,Lay Die----39--mm,
Lay Die,,1,Nos,28,mm,,,at machine,Lay Die----28--mm,
Lay Die,,1,Nos,32.5,mm,,,at machine,Lay Die----32.5--mm,
Lay Die,,1,Nos,29.1,mm,,,at machine,Lay Die----29.1--mm,
Lay Die,,1,Nos,50,mm,,,at machine,Lay Die----50--mm,
Lay Die,,1,Nos,45,mm,,,at machine,Lay Die----45--mm,
Lay Die,,1,Nos,26,mm,,,at machine,Lay Die----26--mm,
Lay Die,,1,Nos,56,mm,,,at machine,Lay Die----56--mm,
Lay Die,,1,Nos,55,mm,,,at machine,Lay Die----55--mm,
Lay Die,,1,Nos,51.2,mm,,,at machine,Lay Die----51.2--mm,
Lay Die,,1,Nos,49,mm,,,at machine,Lay Die----49--mm,
Lay Die,,1,Nos,55,mm,,,at machine,Lay Die----55--mm,
Lay Die,,1,Nos,33,mm,,,at machine,Lay Die----33--mm,
Lay Die,,1,Nos,55,mm,,,at machine,Lay Die----55--mm,
Lay Die,,1,Nos,23.5,mm,,,at machine,Lay Die----23.5--mm,
Lay Die,,1,Nos,54,mm,,,at machine,Lay Die----54--mm,
Lay Die,,1,Nos,36,mm,,,at machine,Lay Die----36--mm,
Lay Die,,1,Nos,52,mm,,,at machine,Lay Die----52--mm,
Lay Die,,1,Nos,46,mm,,,at machine,Lay Die----46--mm,
Lay Die,,1,Nos,44,mm,,,at machine,Lay Die----44--mm,
Lay Die,,1,Nos,47,mm,,,at machine,Lay Die----47--mm,
Lay Die,,1,Nos,42,mm,,,at machine,Lay Die----42--mm,
Lay Die,,1,Nos,44,mm,,,at machine,Lay Die----44--mm,
Lay Die,,1,Nos,51.5,mm,,,at machine,Lay Die----51.5--mm,
Lay Die,,1,Nos,41,mm,,,at machine,Lay Die----41--mm,
Lay Die,,1,Nos,41.6,mm,,,at machine,Lay Die----41.6--mm,
Lay Die,,1,Nos,34,mm,,,at machine,Lay Die----34--mm,
Lay Die,,1,Nos,35,mm,,,at machine,Lay Die----35--mm,
Lay Die,,1,Nos,37,mm,,,at machine,Lay Die----37--mm,
Lay Die,,1,Nos,37,mm,,,at machine,Lay Die----37--mm,
Lay Die,,1,Nos,53,mm,,,at machine,Lay Die----53--mm,
Lay Die,,1,Nos,50.5,mm,,,at machine,Lay Die----50.5--mm,
Lay Die,,1,Nos,43,mm,,,at machine,Lay Die----43--mm,
Lay Die,,1,Nos,34.3,mm,,,at machine,Lay Die----34.3--mm,
Lay Die,,1,Nos,37,mm,,,at machine,Lay Die----37--mm,
Lay Die,,1,Nos,69.5,mm,,,at machine,Lay Die----69.5--mm,
Lay Die,,1,Nos,38.3,mm,,,at machine,Lay Die----38.3--mm,
Lay Die,,1,Nos,30,mm,,,at machine,Lay Die----30--mm,
Lay Die,,1,Nos,46.7,mm,,,at machine,Lay Die----46.7--mm,
Lay Die,,1,Nos,32,mm,,,at machine,Lay Die----32--mm,
Ms  pulley,C/4,1,Nos,"10""",70,18X8,,3G,"Ms  pulley--C/4--10""--70",
Ms  pulley,C/3,1,Nos,"8""",55,16X8,,3F,"Ms  pulley--C/3--8""--55",
Ms  pulley,C/4,1,Nos,"7""",55,16X8,,3G,"Ms  pulley--C/4--7""--55",
Ms  pulley,C/4,1,Nos,"8.5""",56,16X8,,3G,"Ms  pulley--C/4--8.5""--56",
Ms  pulley,C/4,1,Nos,"14""",28,20X10,,3G,"Ms  pulley--C/4--14""--28",
Ms  pulley,C/5,1,Nos,"8.5""",75,20X10,,3H,"Ms  pulley--C/5--8.5""--75",
Ms  pulley,C/5,1,Nos,"10""",NEW,,,3H,"Ms  pulley--C/5--10""--NEW",
Ms  pulley,C/3,1,Nos,"4""",40,12X6,,3F,"Ms  pulley--C/3--4""--40",
Ms  pulley,C/3,1,Nos,"6.5""",48,12X6,,3F,"Ms  pulley--C/3--6.5""--48",
Ms  pulley,C/3,1,Nos,"4""",NEW,,,3F,"Ms  pulley--C/3--4""--NEW",
Ms  pulley,C/3,1,Nos,"6""",53,12X6,,3F,"Ms  pulley--C/3--6""--53",
Ms  pulley,C/3,1,Nos,"6""",53,12X6,,3F,"Ms  pulley--C/3--6""--53",
Ms  pulley,C/3,1,Nos,"7.5""",50,16X8,,3F,"Ms  pulley--C/3--7.5""--50",
Ms  pulley,C/3,1,Nos,"8""",58,,,3F,"Ms  pulley--C/3--8""--58",
Ms  pulley,C/1,1,Nos,"10.5""",60,,,3F,"Ms  pulley--C/1--10.5""--60",
Ms  pulley,C/4,1,Nos,"12""",56,8X4,,3G,"Ms  pulley--C/4--12""--56",
Ms  pulley,B/1,1,Nos,"5""",28,,,3F,"Ms  pulley--B/1--5""--28",
Ms  pulley,C/1,1,Nos,"4.5""",32,10X5,,3F,"Ms  pulley--C/1--4.5""--32",
Ms  pulley,B/2,1,Nos,"15.5""",42,10X5,,3E,"Ms  pulley--B/2--15.5""--42",
Ms  pulley,B/2,1,Nos,"10""",42,12X6,,3E,"Ms  pulley--B/2--10""--42",
Ms  pulley,B/2,1,Nos,"8""",,,,3E,"Ms  pulley--B/2--8""--",
Ms  pulley,B/2,1,Nos,"5""",,,,3E,"Ms  pulley--B/2--5""--",
Ms  pulley,B/2,1,Nos,"9.5""",,,,3E,"Ms  pulley--B/2--9.5""--",
Ms  pulley,C/4,1,Nos,"14""",70,,,3G,"Ms  pulley--C/4--14""--70",
Ms  pulley,C/4,1,Nos,"3""",28,,,3G,"Ms  pulley--C/4--3""--28",
Ms  pulley,B/1,1,Nos,"5""",24,,,3F,"Ms  pulley--B/1--5""--24",
WT.SLING PTTA,,29,MTR,3,,,,3C,WT.SLING PTTA----3--,
WT.SLING PTTA,,11,MTR,4,,,,3B,WT.SLING PTTA----4--,
WT.SLING PTTA,,7,MTR,5,,,,3A,WT.SLING PTTA----5--,
WT.SLING PTTA,,5,MTR,3X3,,,,3D,WT.SLING PTTA----3X3--,
FIB. ROLLER,410,1,,1,,,,At Floor,FIB. ROLLER--410--1--,
FIB. ROLLER,410,1,,2,,,,At Floor,FIB. ROLLER--410--2--,
FIB. ROLLER,410,1,,3,,,,At Floor,FIB. ROLLER--410--3--,
FIB. ROLLER,410,1,,4,,,,At Floor,FIB. ROLLER--410--4--,
FIB. ROLLER,410,1,,5,,,,At Floor,FIB. ROLLER--410--5--,
FIB. ROLLER,410,1,,6,,,,At Floor,FIB. ROLLER--410--6--,
FIB. ROLLER,405,1,,7,,,,At Floor,FIB. ROLLER--405--7--,
FIB. ROLLER,410,1,,8,,,,At Floor,FIB. ROLLER--410--8--,
FIB. ROLLER,400,1,,9,,,,At Floor,FIB. ROLLER--400--9--,
FIB. ROLLER,400,1,,10,,,,At Floor,FIB. ROLLER--400--10--,
FIB. ROLLER,410,1,,11,,,,At Floor,FIB. ROLLER--410--11--,
FIB. ROLLER,410,1,,12,,,,At Floor,FIB. ROLLER--410--12--,
FIB. ROLLER,410,1,,13,,,,At Floor,FIB. ROLLER--410--13--,
FIB. ROLLER,410,1,,14,,,,At Floor,FIB. ROLLER--410--14--,
FIB. ROLLER,410,1,,15,,,,At Floor,FIB. ROLLER--410--15--,
FIB. ROLLER,410,1,,16,,,,At Floor,FIB. ROLLER--410--16--,
FIB. ROLLER,410,1,,17,,,,At Floor,FIB. ROLLER--410--17--,
Screw,Self Drilling,4,pkt,3.9x38,,,,14C,Screw--Self Drilling--3.9x38--,
Screw,Self Drilling,7,pkt,4.8x100,,,,14C,Screw--Self Drilling--4.8x100--,
Packing,Bag,1,,,,,,14C,Packing--Bag----,
MOTOR,15hp,1,,,,1,,F1,MOTOR--15hp----,
MOTOR,20hp,1,,,,2,,F1,MOTOR--20hp----,
MOTOR,15hp,1,,,,3,,F1,MOTOR--15hp----,
MOTOR,15hp,1,,,,4,,F1,MOTOR--15hp----,
MOTOR,7.5hp,1,,,,5,,F2,MOTOR--7.5hp----,
MOTOR,2hp,1,,,,6,,F2,MOTOR--2hp----,
MOTOR,15hp,1,,,,7,,F2,MOTOR--15hp----,
MOTOR,15hp,1,,,,8,,F2,MOTOR--15hp----,
MOTOR,2hp,1,,,,9,,2B,MOTOR--2hp----,
MOTOR,2hp,1,,,,10,,2B,MOTOR--2hp----,
MOTOR,2hp,1,,,,11,,2B,MOTOR--2hp----,
MOTOR,2hp,1,,,,12,,2B,MOTOR--2hp----,
MOTOR,2hp,1,,,,13,,2B,MOTOR--2hp----,
MOTOR,0.5hp,1,,,,14,,2B,MOTOR--0.5hp----,
MOTOR,1hp,1,,,,15,,1B,MOTOR--1hp----,
MOTOR,2hp,1,,,,16,,1B,MOTOR--2hp----,
MOTOR,1.5hp,1,,,,17,,1B,MOTOR--1.5hp----,
MOTOR,2hp,1,,,,18,,1B,MOTOR--2hp----,
MOTOR,1hp,1,,,,19,,1B,MOTOR--1hp----,
MOTOR,2hp,1,,,,20,,2C,MOTOR--2hp----,
MOTOR,5hp,1,,,,21,,2C,MOTOR--5hp----,
MOTOR,5hp,1,,,,22,,2C,MOTOR--5hp----,
MOTOR,5hp,1,,,,23,,2C,MOTOR--5hp----,
MOTOR,5hp,1,,,,24,,2C,MOTOR--5hp----,
MOTOR,5hp,1,,,,25,,2C,MOTOR--5hp----,
MOTOR,3hp,1,,,,26,,2C,MOTOR--3hp----,
MOTOR,3hp,1,,,,27,,2C,MOTOR--3hp----,
MOTOR,1hp,1,,,,28,,2A,MOTOR--1hp----,
MOTOR,1hp,1,,,,29,,2A,MOTOR--1hp----,
MOTOR,2hp,1,,,,30,,2A,MOTOR--2hp----,
MOTOR,1hp,1,,,,31,,2B,MOTOR--1hp----,
MOTOR,1hp,1,,,,32,,2B,MOTOR--1hp----,
MOTOR,1hp,1,,,,33,,2B,MOTOR--1hp----,
MOTOR,1hp,1,,,,34,,2B,MOTOR--1hp----,
MOTOR,1hp,1,,,,35,,2B,MOTOR--1hp----,
MOTOR,1hp,1,,,,36,,2B,MOTOR--1hp----,
MOTOR,1hp,1,,,,37,,2A,MOTOR--1hp----,
MOTOR,2hp,1,,,,38,,2A,MOTOR--2hp----,
MOTOR,1.5hp,1,,,,39,,2A,MOTOR--1.5hp----,
MOTOR,3hp,1,,,,40,,2A,MOTOR--3hp----,
MOTOR,2hp,1,,,,41,,2A,MOTOR--2hp----,
FAN MOTOR,,12,,,,,,1A,FAN MOTOR------,
GEAR BOX,42,,,,,,,2A,GEAR BOX--42----,
GEAR BOX,43,,,,,,,2A,GEAR BOX--43----,
GEAR BOX,44,,,,,,,2A,GEAR BOX--44----,
SYN GEAR BOX,45,,,,,,,1A,SYN GEAR BOX--45----,
SYN GEAR BOX,46,,,,,,,2A,SYN GEAR BOX--46----,
CRANE ,clutch,1,Nos,,,,,1C,CRANE --clutch----,
PULLEY,STEP,1,Nos,"6""",,,,3G,"PULLEY--STEP--6""--",
PULLEY,STEP,1,Nos,"3""",,,,3G,"PULLEY--STEP--3""--",
CLUCTH.PULLEY,,1,Nos,"12""",38,,,3E,"CLUCTH.PULLEY----12""--38",
CLUCTH.PULLEY,,1,Nos,"7""",40,,,3E,"CLUCTH.PULLEY----7""--40",
CLUCTH.PULLEY,,1,Nos,"12""",38,,,3E,"CLUCTH.PULLEY----12""--38",
CLUCTH.PULLEY,,1,Nos,"12""",38,,,3E,"CLUCTH.PULLEY----12""--38",
CLUCTH.PULLEY,,1,Nos,"12""",38,,,3E,"CLUCTH.PULLEY----12""--38",
CLUCTH.PULLEY,,1,Nos,"12""",38,,,3E,"CLUCTH.PULLEY----12""--38",
CLUCTH.PULLEY,,1,Nos,"12""",38,,,3E,"CLUCTH.PULLEY----12""--38",
CLUCTH.PULLEY,,1,Nos,"12""",38,,,3E,"CLUCTH.PULLEY----12""--38",
CLUCTH.PULLEY,,1,Nos,"12""",38,,,3E,"CLUCTH.PULLEY----12""--38",
CLUCTH.PULLEY,,1,Nos,"8""",NEW,,,3E,"CLUCTH.PULLEY----8""--NEW",
CLUCTH.PULLEY,,1,Nos,"8""",NEW,,,3E,"CLUCTH.PULLEY----8""--NEW",
CLUTCH.PULLEY,,1,Nos,,,,,3H,CLUTCH.PULLEY------,
FLENCTH,,4,Nos,,,,,3F,FLENCTH------,
CH. SPROKET,24,1,Nos,,,,,3D,CH. SPROKET--24----,
CH. SPROKET,20,1,Nos,,,,,3D,CH. SPROKET--20----,
CH. SPROKET,18,7,Nos,,,,,3D,CH. SPROKET--18----,
GREASE,20KG,8,BUCKET,,,,,AT FLOOR,GREASE--20KG----,
FAVICOL,1X15 KG,3,BUCKET,,,,,AT FLOOR,FAVICOL--1X15 KG----,
SUTALI,,8,BAG,,,,,AT FLOOR,SUTALI------,
WIEL. ROD,3.15X350,43,PKT,,,,,14E,WIEL. ROD--3.15X350----,
WIEL. ROD,2.50X350,1,PKT,,,,,14E,WIEL. ROD--2.50X350----,
WIEL. ROD,4X450,22,PKT,,,,,14E,WIEL. ROD--4X450----,
MECH,CUTTING WHEEL,125,NOS,"5""",,,,11B,"MECH--CUTTING WHEEL--5""--",
MECH,CUTTING WHEEL,45,NOS,"14""",,,,11B,"MECH--CUTTING WHEEL--14""--",
MECH,WRAP.TAPE,9,BAG,,,,,AT FLOOR,MECH--WRAP.TAPE----,
MECH,RESHAM THREAD,2,BAG,,,,,AT FLOOR,MECH--RESHAM THREAD----,
MECH,BREAK SOCKET,13,NOS,,,,,12D,MECH--BREAK SOCKET----,
MECH,BREAK PAD,10,NOS,,,,,12D,MECH--BREAK PAD----,
MECH,TAKE UP NUT,10,NOS,,,,,2   D,MECH--TAKE UP NUT----,
MECH,THUMBEL,50,NOS,95,,,,9C,MECH--THUMBEL--95--,
MECH,CAST IRON COUPLING,4,PCS.,,,,,,MECH--CAST IRON COUPLING----,
MECH,NYLON,4,PCS.,,,,,,MECH--NYLON----,
MECH,WHEEL,12,NOS,"5""",,,,,"MECH--WHEEL--5""--",
Compressor,Pressure Pipe,300,mtr,12',,,,16C,Compressor--Pressure Pipe--12'--,
WEIGHT,50,2,KG,,,,,AT FLOOR,WEIGHT--50----,
WEIGHT,20,2,KG,,,,,AT FLOOR,WEIGHT--20----,
WEIGHT,10,2,KG,,,,,AT FLOOR,WEIGHT--10----,
WEIGHT,5,1,KG,,,,,AT FLOOR,WEIGHT--5----,
Compressor,Pressure Pipe,90,mtr,8',,,,16C,Compressor--Pressure Pipe--8'--,
Compressor,Pu connectorT shape,45,NOS,8 ',,,,16C,Compressor--Pu connectorT shape--8 '--,
OIL SEAL,20x35x07,9,pcs,,,,,11 Top,OIL SEAL--20x35x07----,
OIL SEAL,22x35x07,6,pcs,,,,,11 Top,OIL SEAL--22x35x07----,
OIL SEAL,68x90x10,12,pcs,,,,,11 Top,OIL SEAL--68x90x10----,
OIL SEAL,70x100x13,10,pcs,,,,,11 Top,OIL SEAL--70x100x13----,
OIL SEAL,70x90x10,6,pcs,,,,,11 Top,OIL SEAL--70x90x10----,
OIL SEAL,90x110x13,2,pcs,,,,,11 Top,OIL SEAL--90x110x13----,
OIL SEAL,70x100x10,3,pcs,,,,,11 Top,OIL SEAL--70x100x10----,
OIL SEAL,65x110x13,5,pcs,,,,,11 Top,OIL SEAL--65x110x13----,
OIL SEAL,65x80x10,6,NOS,,,,,11 Top,OIL SEAL--65x80x10----,
OIL SEAL,60x90x10,16,NOS,,,,,11 Top,OIL SEAL--60x90x10----,
OIL SEAL,40x60x10,6,NOS,,,,,11 Top,OIL SEAL--40x60x10----,
OIL SEAL,65x90x13,8,NOS,,,,,11 Top,OIL SEAL--65x90x13----,
OIL SEAL,80x100x100,13,NOS,,,,,11 Top,OIL SEAL--80x100x100----,
OIL SEAL,30x50x7,5,NOS,,,,,11 Top,OIL SEAL--30x50x7----,
OIL SEAL,90x110x10,1,NOS,,,,,11 Top,OIL SEAL--90x110x10----,
OIL SEAL,78x100x10,3,NOS,,,,,11 Top,OIL SEAL--78x100x10----,
OIL SEAL,45x60x10,4,NOS,,,,,11 Top,OIL SEAL--45x60x10----,
OIL SEAL,30x52x10,3,NOS,,,,,11 Top,OIL SEAL--30x52x10----,
OIL SEAL,35x55x10,2,NOS,,,,,11 Top,OIL SEAL--35x55x10----,
OIL SEAL,64x90x12,2,NOS,,,,,11 Top,OIL SEAL--64x90x12----,
OIL SEAL,65x30x18,1,NOS,,,,,11 Top,OIL SEAL--65x30x18----,
OIL SEAL,200x300x37,3,NOS,,,,,11 Top,OIL SEAL--200x300x37----,
OIL SEAL,40x60x10,1,NOS,,,,,11 Top,OIL SEAL--40x60x10----,
OIL SEAL,95x120x13,1,NOS,,,,,11 Top,OIL SEAL--95x120x13----,
OIL SEAL,78x100x13,2,NOS,,,,,11 Top,OIL SEAL--78x100x13----,
WIEL,AL. FLUX,10,BOX,,,,,11A,WIEL--AL. FLUX----,
MECH,BREAK OIL,1,BOTTLE,,,,,11A,MECH--BREAK OIL----,
MECH,CHAIR WHEEL,10,NOS,,,,,11A,MECH--CHAIR WHEEL----,
MECH,UNIOIN NUT TYPE,5,NOS,GI PIPE,,,,11A,MECH--UNIOIN NUT TYPE--GI PIPE--,
MECH,STRAIGHT UNIOIN,3,NOS,GI PIPE,,,,11A,MECH--STRAIGHT UNIOIN--GI PIPE--,
MECH,REDUCER,5,NOS,GI PIPE,,,,11A,MECH--REDUCER--GI PIPE--,
MECH,BEROJA,2,BOX,,,,,11A,MECH--BEROJA----,
MECH,CUTTING WHEEL,80,NOS,"4""",,,,11B,"MECH--CUTTING WHEEL--4""--",
MECH,GRINDING WHEEL,10,NOS,"7""",,,,11B,"MECH--GRINDING WHEEL--7""--",
MECH,GRINDING WHEEL,6,NOS,"4""",,,,11B,"MECH--GRINDING WHEEL--4""--",
MECH,GRINDING WHEEL,19,NOS,"5""",,,,11B,"MECH--GRINDING WHEEL--5""--",
MECH,BUFFING WHEEL,1,NOS,"4""",,,,11B,"MECH--BUFFING WHEEL--4""--",
MECH,CUP BRUSH,1,NOS,"5""",,,,11B,"MECH--CUP BRUSH--5""--",
MECH,DIAMOND CUTTING WHEEL,2,NOS,"4""",,,,11B,"MECH--DIAMOND CUTTING WHEEL--4""--",
MECH,MULTI POINT CUTTING MS,20,NOS,"4""",,,,11B,"MECH--MULTI POINT CUTTING MS--4""--",
MECH,TAFLON TAPE,3,NOS,,,,,11B,MECH--TAFLON TAPE----,
MECH,MULTI POINT CUTTING MS,3,NOS,"3""",,,,11B,"MECH--MULTI POINT CUTTING MS--3""--",
MECH,FASTER NIDLLE TYPE,1,BOX,OLD,,,,11C,MECH--FASTER NIDLLE TYPE--OLD--,
MECH,PLASTIC CUPLING,4,NOS,"3""",,,,11C,"MECH--PLASTIC CUPLING--3""--",
MECH,MS CUPLING,4,NOS,"2""",,,,11C,"MECH--MS CUPLING--2""--",
MECH,NIDLLE (KEEL),6,BOS,"1""",,,,11C,"MECH--NIDLLE (KEEL)--1""--",
MECH,MS VALVE,1,NOS,GATE,,,,11C,MECH--MS VALVE--GATE--,
MECH,HINGE JOINT,1,BOX,KBJA,,,,11C,MECH--HINGE JOINT--KBJA--,
MECH,PLASTIC VALVE,5,NOS,GATE,,,,11C,MECH--PLASTIC VALVE--GATE--,
MECH,Spout,1,NOS,(TONTI),,,,11C,MECH--Spout--(TONTI)--,
MECH,VALVE LOCK,1,NOS,,,,,11D,MECH--VALVE LOCK----,
MECH,MIX CHAIN LOCK,1,BOX,,,,,11D,MECH--MIX CHAIN LOCK----,
MECH,TOKEN TAG,1,BOX,MS,,,,11D,MECH--TOKEN TAG--MS--,
MECH,CHAIN,1,BOX,25.4x17.02x15.85 mm,,,,11D,MECH--CHAIN--25.4x17.02x15.85 mm--,
MECH,CHAIN,1,BOX,31.75x19.56x19.05 mm,,,,11D,MECH--CHAIN--31.75x19.56x19.05 mm--,
MECH,CHAIN SET,2,BOX,,,,,11D,MECH--CHAIN SET----,
MECH,CHOK,3,CARTON,,,,,12TOP,MECH--CHOK----,
MECH,GITTI PLASTIC,,NOS,,,,,12B,MECH--GITTI PLASTIC----,
MECH,FASTER,25,NOS,16,,,,12B,MECH--FASTER--16--,
MECH,FASTER,25,NOS,12,,,,12B,MECH--FASTER--12--,
MECH,FASTER,79,NOS,10,,,,12B,MECH--FASTER--10--,
MECH,SCREW ,1,BOX,BIG & SMALL,,,,12B,MECH--SCREW --BIG & SMALL--,
MECH,SEND PAPER,2,COIL,REGMAL,,,,12B,MECH--SEND PAPER--REGMAL--,
MECH,WARSHER,9,COIL,SMALL,,,,12B,MECH--WARSHER--SMALL--,
MECH,RIPIT & LIFT BEARING,1,NOS,,,,,12B,MECH--RIPIT & LIFT BEARING----,
MECH,FASTNER,1,BEG,BIG,,,,12B,MECH--FASTNER--BIG--,
MECH,HEAT SINK TUBE,2,NOS,22 MM,,,,12C,MECH--HEAT SINK TUBE--22 MM--,
MECH,HEAT SINK TUBE,3,NOS,15 MM,,,,,MECH--HEAT SINK TUBE--15 MM--,
MECH,WINDOW PACKING,2,COIL,,,,,,MECH--WINDOW PACKING----,
MECH,,,NOS,,,,,,MECH------,
MECH,FASTER,15,NOS,8,,,,,MECH--FASTER--8--,
Stove,Cerocin stove,1,pcs,,,,,5B,Stove--Cerocin stove----,
CRANE ,Ms. Gutka,3,NOS,Small,,,,16D,CRANE --Ms. Gutka--Small--,
CRANE ,Rope,3,coil,,,,,5D,CRANE --Rope----,
CRANE ,Celing rope,1,coil,,,,,5D,CRANE --Celing rope----,
Cable,Frame,,,,,,,5C,Cable--Frame----,
WT.SLING PTTA,saftiy belt,1,MTR,,,,,3D,WT.SLING PTTA--saftiy belt----,
ELEC,Flexible pipe,1,coil,,,,,5A,ELEC--Flexible pipe----,
BEARING,E-33018,1,Nos,,,,,13 C,BEARING--E-33018----,
BEARING,6205-C,8,Nos,,,,,13D,BEARING--6205-C----,
BEARING,3216-ST,2,Nos,,,,,13 A,BEARING--3216-ST----,
BEARING,6310-Z,3,Nos,, ,,,"13 A,C",BEARING--6310-Z---- ,
BEARING,6000-2RS,1,Nos,,,,,NA,BEARING--6000-2RS----,
BEARING,6303-2ZR,1,Nos,,,,,13 C,BEARING--6303-2ZR----,
BEARING,30207-DY,1,Nos,,,,,13C,BEARING--30207-DY----,
BEARING,16006,2,Nos,,,,,13 C,BEARING--16006----,
BEARING,F-205,1,Nos,,,,,NA,BEARING--F-205----,
BEARING,33205,1,Nos,,,,,NA,BEARING--33205----,
BEARING,6200-1ZR,1,Nos,,,,,NA,BEARING--6200-1ZR----,
BEARING,6201,1,Nos,,,,,NA,BEARING--6201----,
BEARING,MS12,,,,,,,13A,BEARING--MS12----,
Compressor,Pu connector Reducer,48,NOS,12x8,,,,16C,Compressor--Pu connector Reducer--12x8--,
